titulo,Ano lançamento,Descrição,Nota,Diretor,Votos,Genero
1111,His Dark Materials: Fronteiras do Universo,2019,"
A young girl is destined to liberate her world from the grip of the Magisterium which represses people's ties to magic and their animal spirits known as daemons.",7.8,,"73,971","
Adventure, Drama, Family            "
1112,The Witcher: Origem do Sangue,2022,"
More than a thousand years before the events of ""The Witcher,"" seven outcasts in an Elven world join forces in a quest against an all-powerful empire.",4.6,,"33,291","
Action, Adventure, Drama            "
1113,Matilda: O Musical,2022,"
An adaptation of the Tony and Olivier award-winning musical. Matilda tells the story of an extraordinary girl who, armed with a sharp mind and a vivid imagination, dares to take a stand to change her story with miraculous results.",7.1,Matthew Warchus ,"16,588","
Comedy, Drama, Family            "
1114,Pinóquio por Guillermo del Toro,2022,"
A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child.",7.7,"Guillermo del Toro, Mark Gustafson ","67,118","
Animation, Drama, Family            "
1115,Sobrenatural,2005,"
Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth.",8.4,,"449,008","
Drama, Fantasy, Horror            "
1116,Pantera Negra: Wakanda para Sempre,2022,"
The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.",7.2,Ryan Coogler ,"138,338","
Action, Adventure, Drama            "
1117,Adão Negro,2022,"
Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods--and imprisoned just as quickly--Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",6.4,Jaume Collet-Serra ,"208,306","
Action, Adventure, Fantasy            "
1118,The Witcher,2019,"
Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.",8.1,,"501,250","
Action, Adventure, Drama            "
1119,Mundo Estranho,2022,"
The legendary Clades are a family of explorers whose differences threaten to topple their latest and most crucial mission.",5.6,"Don Hall, Qui Nguyen ","30,272","
Animation, Action, Adventure            "
1120,O Homem do Norte,2022,"
A young Viking prince is on a quest to avenge his father's murder.",7.1,Robert Eggers ,"209,696","
Action, Adventure, Drama            "
1121,O Senhor dos Anéis: Os Anéis de Poder,2022,"
Epic drama set thousands of years before the events of J.R.R. Tolkien's 'The Hobbit' and 'The Lord of the Rings' follows an ensemble cast of characters, both familiar and new, as they confront the long-feared re-emergence of evil to Middle-earth.",6.9,,"313,101","
Action, Adventure, Drama            "
1122,Star Wars: The Bad Batch,2021,"
The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.",7.8,,"36,656","
Animation, Action, Adventure            "
1123,Ghosts,2021,"
A young couple's dreams come true when they inherit a beautiful country house, only to find it's both falling apart and inhabited by many of the deceased previous residents.",7.8,,"18,547","
Comedy, Fantasy            "
1124,Noite Infeliz,2022,"
When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas).",6.8,Tommy Wirkola ,"52,957","
Action, Comedy, Crime            "
1125,O Mandaloriano,2019,"
The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.",8.7,,"486,743","
Action, Adventure, Fantasy            "
1126,Willow: Na Terra da Magia,1988,"
A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.",7.2,Ron Howard ,"124,163","
Action, Adventure, Drama            "
1127,Harry Potter e a Pedra Filosofal,2001,"
An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",7.6,Chris Columbus ,"786,683","
Adventure, Family, Fantasy            "
1128,Barbie,2023,"
To live in Barbie Land is to be a perfect being in a perfect place. Unless you have a full-on existential crisis. Or you're a Ken.",,Greta Gerwig ,,"
Adventure, Comedy, Fantasy            "
1129,Attack on Titan,2013,"
After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.",9.0,,"377,165","
Animation, Action, Adventure            "
1130,Gato de Botas,2011,"
An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.",6.6,Chris Miller ,"166,718","
Animation, Adventure, Comedy            "
1131,Carnival Row,2019,"
A human detective and a fairy rekindle a dangerous affair in a Victorian fantasy world, where the city's uneasy peace collapses when a string of murders reveals an unimaginable monster.",7.8,,"65,014","
Crime, Drama, Fantasy            "
1132,Lúcifer,2016,"
Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.",8.1,,"327,719","
Crime, Drama, Fantasy            "
1133,Outlander,2014,"
An English combat nurse from 1945 is mysteriously swept back in time to 1743.",8.4,,"161,502","
Drama, Fantasy, Romance            "
1134,Lost,2004,"
The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.",8.3,,"556,960","
Adventure, Drama, Fantasy            "
1135,One Piece,1999,"
Follows the adventures of Monkey D. Luffy and his pirate crew in order to find the greatest treasure ever left by the legendary Pirate, Gold Roger. The famous mystery treasure named ""One Piece"".",8.9,,"128,521","
Animation, Action, Adventure            "
1136,Matilda,1996,"
A girl gifted with a keen intellect and psychic powers uses both to deal with her crude, distant family and free her kind teacher from their sadistic headmistress.",7.0,Danny DeVito ,"158,306","
Comedy, Family, Fantasy            "
1137,Chainsaw Man,2022,"
Following a betrayal, a young man left for the dead is reborn as a powerful devil-human hybrid after merging with his pet devil and is soon enlisted into an organization dedicated to hunting devils.",8.6,,"24,125","
Animation, Action, Adventure            "
1138,Super Mario Bros. O Filme,2023,"
The story of The Super Mario Bros. on their journey through the Mushroom Kingdom",,"Aaron Horvath, Michael Jelenic ",,"
Animation, Adventure, Comedy            "
1139,Sandman,2022,"
Upon escaping after decades of imprisonment by a mortal wizard, Dream, the personification of dreams, sets about to reclaim his lost equipment.",7.7,,"147,676","
Drama, Fantasy, Horror            "
1140,Thor: Amor e Trovão,2022,"
Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.",6.3,Taika Waititi ,"335,923","
Action, Adventure, Comedy            "
1141,True Blood,2008,"
Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton, a southern Louisiana gentleman and vampire.",7.9,,"247,691","
Drama, Fantasy, Mystery            "
1142,Homem-Aranha: Sem Volta para Casa,2021,"
With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.",8.2,Jon Watts ,"760,749","
Action, Adventure, Fantasy            "
1143,Encanto,2021,"
A Colombian teenage girl has to face the frustration of being the only member of her family without magical powers.",7.2,"Jared Bush, Byron Howard, Charise Castro Smith ","225,498","
Animation, Comedy, Family            "
1144,A Família Addams,1991,"
Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.",6.9,Barry Sonnenfeld ,"168,083","
Comedy, Fantasy            "
1145,Alquimia das Almas,2022,"
The fate of two people becomes twisted due to the magic when the souls of the dead return to the living.",8.8,,"7,760","
Action, Drama, Fantasy            "
1146,Titãs,2018,"
A team of young superheroes combat evil and other perils.",7.6,,"102,804","
Action, Adventure, Crime            "
1147,Diários de um Vampiro,2009,"
The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers.",7.7,,"324,633","
Drama, Fantasy, Horror            "
1148,Taaza Khabar,2023,"
A Sanitation worker, how he stumbles upon magical powers which leads to a riveting new ride for the man, and how it stirs his humble life.",8.4,,"38,767","
Action, Comedy, Drama            "
1149,O Senhor dos Anéis: A Sociedade do Anel,2001,"
A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.",8.8,Peter Jackson ,"1,881,004","
Action, Adventure, Drama            "
1150,Buffy: A Caça-Vampiros,1997,"
A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends.",8.3,,"148,877","
Action, Drama, Fantasy            "
1151,Scott Pilgrim Contra o Mundo,2010,"
In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.",7.5,Edgar Wright ,"430,712","
Action, Comedy, Fantasy            "
1152,O Que Fazemos nas Sombras,2019,"
A look into the daily (or rather nightly) lives of four vampires who've lived together on Staten Island for over a century.",8.6,,"80,128","
Comedy, Fantasy, Horror            "
1153,Minha Academia de Heróis,2016,"
A superhero-loving boy without any powers is determined to enroll in a prestigious hero academy and learn what it really means to be a hero.",8.4,,"64,411","
Animation, Action, Adventure            "
1154,A entrevista de Anne Rice com o vampiro,2022,"
Based on Anne Rice's iconic novel, follow Louis de Pointe's epic story of love, blood and the perils of immortality, as told to the journalist Daniel Molloy.",7.1,,"13,570","
Drama, Fantasy, Horror            "
1155,The Umbrella Academy,2019,"
A family of former child heroes, now grown apart, must reunite to continue to protect the world.",7.9,,"251,325","
Action, Adventure, Comedy            "
1156,A Pequena Sereia,2023,"
A young mermaid makes a deal with a sea witch, to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.",,Rob Marshall ,,"
Adventure, Family, Fantasy            "
1157,Lobo Adolescente,2011,"
An average high school student and his best friend get caught up in some trouble causing him to receive a werewolf bite. As a result they find themselves in the middle of all sorts of dramas in Beacon Hills.",7.7,,"150,392","
Action, Drama, Fantasy            "
1158,Loki,2021,"
The mercurial villain Loki resumes his role as the God of Mischief in a new series that takes place after the events of “Avengers: Endgame.”",8.2,,"321,037","
Action, Adventure, Fantasy            "
1159,Departamento de Conspirações,2021,"
For employees of the Deep State, conspiracies aren't just theories, they're fact. And keeping them a secret is a full-time job.",7.7,,"22,242","
Animation, Comedy, Fantasy            "
1160,Wonka,2023,"
The story will focus specifically on a young Willy Wonka and how he met the Oompa-Loompas on one of his earliest adventures.",,Paul King ,,"
Adventure, Comedy, Family            "
1161,Era Uma Vez,2011,"
A young woman with a troubled past is drawn to a small town in Maine where fairy tales are to be believed.",7.7,,"226,568","
Adventure, Fantasy, Romance            "
1162,Animais Fantásticos: Os Segredos de Dumbledore,2022,"
Professor Albus Dumbledore must assist Newt Scamander and his partners as Grindelwald begins to lead an army to eliminate all Muggles.",6.2,David Yates ,"143,638","
Adventure, Family, Fantasy            "
1163,Charmed: Jovens Bruxas,1998,"
Three sisters discover their destiny, to battle against the forces of evil, using their witchcraft. They are the Charmed Ones.",7.1,,"85,225","
Drama, Fantasy, Mystery            "
1164,Warrior Nun,2020,"
After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo Bearer for a secret sect of demon-hunting nuns.",7.0,,"49,930","
Action, Drama, Fantasy            "
1165,Avatar: A Lenda de Aang,2005,"
In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",9.3,,"318,771","
Animation, Action, Adventure            "
1166,A Múmia,1999,"
At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.",7.1,Stephen Sommers ,"434,282","
Action, Adventure, Fantasy            "
1167,"Love, Death & Robots",2019,"
A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.",8.4,,"171,835","
Animation, Short, Action            "
1168,Avatar 3,2024,"
Sequel of Avatar: O Caminho da Água (2022). The plot is unknown.",,James Cameron ,,"
Action, Adventure, Fantasy            "
1169,The Legend of Vox Machina,2022,"
After saving the realm from evil and destruction at the hands of the most terrifying power couple in Exandria, Vox Machina is faced with saving the world once again-this time, from a sinister group of dragons known as the Chroma Conclave.",8.4,,"25,734","
Animation, Action, Adventure            "
1170,Ghosts,2019,"
A group of spirits restlessly squabble in an abandoned country home. To their despair, a young couple inherit the house with hopeful plans to renovate it into a luxury hotel.",8.3,,"18,058","
Comedy, Fantasy            "
1171,God of War: Ragnarök,2022,"
Kratos and his son Atreus face the oncoming Norse apocalypse, Ragnarok.",9.7,Eric Williams ,"9,492","
Action, Adventure, Drama            "
1172,Men,2022,"
A young woman goes on a solo vacation to the English countryside following the death of her ex-husband.",6.1,Alex Garland ,"42,871","
Drama, Fantasy, Horror            "
1173,Harry Potter e o Cálice de Fogo,2005,"
Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",7.7,Mike Newell ,"632,254","
Adventure, Family, Fantasy            "
1174,Star Wars: A Guerra dos Clones,2008,"
Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.",8.4,,"99,686","
Animation, Action, Adventure            "
1175,Doutor Estranho no Multiverso da Loucura,2022,"
Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the multiverse. They seek help from Wanda the Scarlet Witch, Wong and others.",6.9,Sam Raimi ,"419,815","
Action, Adventure, Fantasy            "
1176,A Escola do Bem e do Mal,2022,"
Best friends Sophie and Agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect the balance between Good and Evil.",5.8,Paul Feig ,"27,420","
Action, Comedy, Drama            "
1177,Teen Wolf: O Filme,2023,"
A terrifying evil has emerged, the wolves howl once again, but only a Werewolf like Scott McCall, can gather both new allies and reunite trusted friends to fight back against what could be the most powerful and deadliest enemy.",,Russell Mulcahy ,,"
Action, Drama, Fantasy            "
1178,Demon Slayer: Kimetsu no Yaiba,2019,"
A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.",8.7,,"105,754","
Animation, Action, Adventure            "
1179,O Senhor dos Anéis: O Retorno do Rei,2003,"
Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.",9.0,Peter Jackson ,"1,851,406","
Action, Adventure, Drama            "
1180,Arcane,2021,"
Set in utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League champions-and the power that will tear them apart.",9.0,,"211,062","
Animation, Action, Adventure            "
1181,Desencantada,2022,"
Fifteen years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process.",5.6,Adam Shankman ,"19,851","
Animation, Adventure, Comedy            "
1182,Demolidor,2015,"
A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.",8.6,,"443,868","
Action, Crime, Drama            "
1183,Pinóquio,2022,"
A puppet is brought to life by a fairy, who assigns him to lead a virtuous life in order to become a real boy.",5.1,Robert Zemeckis ,"35,780","
Adventure, Comedy, Drama            "
1184,A Roda do Tempo,2021,"
Set in a high fantasy world where magic exists, but only some can access it, a woman named Moiraine crosses paths with five young men and women. This sparks a dangerous, world-spanning journey. Based on the book series by Robert Jordan.",7.1,,"106,530","
Action, Adventure, Drama            "
1185,Harry Potter e as Relíquias da Morte - Parte 2,2011,"
Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",8.1,David Yates ,"880,217","
Adventure, Family, Fantasy            "
1186,A Ilha da Fantasia,2021,"
People who walk in with a desire, but end up reborn to themselves through the magical realism of Fantasy Island.",6.2,,"4,076","
Adventure, Drama, Fantasy            "
1187,Dungeons & Dragons: Honra Entre Rebeldes,2023,"
A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",,"John Francis Daley, Jonathan Goldstein ",,"
Action, Adventure, Fantasy            "
1188,Além da Imaginação,1959,"
Ordinary people find themselves in extraordinarily astounding situations, which they each try to solve in a remarkable manner.",9.1,,"85,077","
Drama, Fantasy, Horror            "
1189,O Corvo,1963,"
A magician, who has been turned into a raven, turns to a former sorcerer for help.",6.5,Roger Corman ,"12,412","
Comedy, Fantasy, Horror            "
1190,O Bom Lugar,2016,"
Four people and their otherworldly frienemy struggle in the afterlife to define what it means to be good.",8.2,,"163,454","
Comedy, Drama, Fantasy            "
1191,À Espera de um Milagre,1999,"
The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",8.6,Frank Darabont ,"1,306,422","
Crime, Drama, Fantasy            "
1192,Pacificador,2022,"
Picking up where O Esquadrão Suicida (2021) left off, Peacemaker returns home after recovering from his encounter with Bloodsport - only to discover that his freedom comes at a price.",8.3,,"113,270","
Action, Adventure, Comedy            "
1193,Eternos,2021,"
The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.",6.3,Chloé Zhao ,"344,593","
Action, Adventure, Fantasy            "
1194,Sombra e Ossos,2021,"
Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.",7.6,,"87,301","
Action, Adventure, Drama            "
1195,Guerra nas Estrelas,1977,"
Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",8.6,George Lucas ,"1,368,965","
Action, Adventure, Fantasy            "
1196,The Leftovers,2014,"
Three years after the disappearance of 2% of the global human population, a group of people in a small New York community try to continue their lives while coping with the tragedy of the unexplained nature of the event.",8.3,,"100,262","
Drama, Fantasy, Mystery            "
1197,Miraculous: As Aventuras de Ladybug,2015,"
Marinette and Adrien, two normal teens, transform into superheroes Ladybug and Cat Noir when an evil threatens their city.",7.6,,"12,098","
Animation, Action, Adventure            "
1198,A Família Addams 2,1993,"
The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie.",6.8,Barry Sonnenfeld ,"101,262","
Comedy, Fantasy            "
1199,Homem-Aranha: Através do Aranhaverso,2023,"
Miles Morales returns for the next chapter of the Oscar®-winning Spider-Verse saga, an epic adventure that will transport Brooklyn's full-time, friendly neighborhood Spider-Man across the ...                See full summary »
",,"Joaquim Dos Santos, Kemp Powers, Justin K. Thompson ",,"
Animation, Action, Adventure            "
1200,Gato de Botas 2: O Último Pedido,2022,"
Puss in Boots discovers that his passion for adventure has taken its toll: he has burned through eight of his nine lives. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",7.8,"Joel Crawford, Januel Mercado ","35,313","
Animation, Adventure, Comedy            "
1201,Emily em Paris,2020,"
A young American woman from the Midwest is hired by a marketing firm in Paris to provide them with an American perspective on things.",6.9,,"99,720","
Comedy, Drama, Romance            "
1202,Big Bang: A Teoria,2007,"
A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.",8.2,,"813,489","
Comedy, Romance            "
1203,Friends,1994,"
Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.",8.9,,"1,002,441","
Comedy, Romance            "
1204,Família Moderna,2009,"
Three different but related families face trials and tribulations in their own uniquely comedic ways.",8.5,,"435,175","
Comedy, Drama, Romance            "
1205,Casamento Armado,2022,"
A couple's extravagant destination wedding is hijacked by criminals. In the process of saving their families, they rediscover why they fell in love in the first place.",6.0,Jason Moore ,"1,008","
Action, Comedy, Romance            "
1206,Bones,2005,"
Forensic anthropologist Dr. Temperance ""Bones"" Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often, there isn't more to examine than rotten flesh or mere bones.",7.8,,"161,955","
Comedy, Crime, Drama            "
1207,That '90s Show,2023,"
Now it's 1995, Leia Forman is visiting her grandparents for the summer where she bonds with a new generation of Point Place, WI, kids under the watchful eye of Kitty and the stern glare of Red.",,,,"
Comedy, Drama, Romance            "
1208,Barbie,2023,"
To live in Barbie Land is to be a perfect being in a perfect place. Unless you have a full-on existential crisis. Or you're a Ken.",,Greta Gerwig ,,"
Adventure, Comedy, Fantasy            "
1209,Nossa Bandeira É a Morte,2022,"
The year is 1717. Wealthy landowner Stede Bonnet has a midlife crisis and decides to blow up his cushy life to become a pirate. It does not go well. Based on a true story.",7.8,,"27,598","
Action, Adventure, Biography            "
1210,Gato de Botas,2011,"
An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.",6.6,Chris Miller ,"166,718","
Animation, Adventure, Comedy            "
1211,That '70s Show,1998,"
A comedy revolving around a group of teenage friends, their mishaps, and their coming of age, set in 1970s Wisconsin.",8.1,,"174,273","
Comedy, Drama, Romance            "
1212,Como Eu Conheci Sua Mãe,2005,"
A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.",8.3,,"687,920","
Comedy, Romance            "
1213,Your Place or Mine,2023,"
Two long-distance best friends change each other's lives when she decides to pursue a lifelong dream and he volunteers to keep an eye on her teenage son.",,Aline Brosh McKenna ,,"
Comedy, Romance            "
1214,Super Mario Bros. O Filme,2023,"
The story of The Super Mario Bros. on their journey through the Mushroom Kingdom",,"Aaron Horvath, Michael Jelenic ",,"
Animation, Adventure, Comedy            "
1215,New Girl,2011,"
After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.",7.8,,"227,254","
Comedy, Romance            "
1216,Ingresso para o Paraíso,2022,"
A divorced couple teams up and travels to Bali to stop their daughter from making the same mistake they think they made 25 years ago.",6.2,Ol Parker ,"36,641","
Comedy, Romance            "
1217,Thor: Amor e Trovão,2022,"
Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.",6.3,Taika Waititi ,"335,923","
Action, Adventure, Comedy            "
1218,Grease: Nos Tempos da Brilhantina,1978,"
Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",7.2,Randal Kleiser ,"280,453","
Comedy, Musical, Romance            "
1219,Castle,2009,"
After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.",8.1,,"164,055","
Comedy, Crime, Drama            "
1220,This Is Us,2016,"
A heartwarming and emotional story about a unique set of triplets, their struggles and their wonderful parents.",8.7,,"145,827","
Comedy, Drama, Romance            "
1221,Dois Homens e Meio,2003,"
A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.",7.1,,"265,925","
Comedy, Romance            "
1222,Scott Pilgrim Contra o Mundo,2010,"
In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.",7.5,Edgar Wright ,"430,712","
Action, Comedy, Fantasy            "
1223,Simplesmente Amor,2003,"
Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.",7.6,Richard Curtis ,"499,039","
Comedy, Drama, Romance            "
1224,Sex/Life,2021,"
A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild-child past.",5.4,,"21,983","
Comedy, Drama, Romance            "
1225,Um Homem Chamado Ove,2015,"
Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",7.7,Hannes Holm ,"58,297","
Comedy, Drama, Romance            "
1226,Bem-vindo aos 40,2012,"
Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",6.2,Judd Apatow ,"143,448","
Comedy, Drama, Romance            "
1227,Cidade Perdida,2022,"
A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.",6.1,"Aaron Nee, Adam Nee ","124,699","
Action, Adventure, Comedy            "
1228,Alguém Que Eu Costumava Conhecer,2023,"
On a trip to her hometown, workaholic Ally reminisces with her ex Sean and starts to question everything about the person she's become. Things only get more confusing when she meets Cassidy, who reminds her of the person she used to be.",,Dave Franco ,,"
Comedy, Romance            "
1229,Mulher Nota 1000,1985,"
Two high-school nerds use a computer program to literally create the perfect woman, who promptly turns their lives upside-down.",6.6,John Hughes ,"91,034","
Comedy, Romance, Sci-Fi            "
1230,You People,2023,"
Follows a new couple and their families, who find themselves examining modern love and family dynamics amidst clashing cultures, societal expectations and generational differences.",,Kenya Barris ,,"
Comedy, Romance            "
1231,Licorice Pizza,2021,"
The story of Alana Kane and Gary Valentine growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",7.2,Paul Thomas Anderson ,"118,981","
Comedy, Drama, Romance            "
1232,Sex and the City,1998,"
Four female New Yorkers gossip about their sex lives (or lack thereof) and find new ways to deal with being a woman in the late 1990s.",7.3,,"128,713","
Comedy, Drama, Romance            "
1233,La La Land: Cantando Estações,2016,"
While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",8.0,Damien Chazelle ,"594,216","
Comedy, Drama, Music            "
1234,Desencantada,2022,"
Fifteen years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process.",5.6,Adam Shankman ,"19,851","
Animation, Adventure, Comedy            "
1235,A Pior Pessoa do Mundo,2021,"
The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",7.8,Joachim Trier ,"71,555","
Comedy, Drama, Romance            "
1236,O Bom Lugar,2016,"
Four people and their otherworldly frienemy struggle in the afterlife to define what it means to be good.",8.2,,"163,454","
Comedy, Drama, Fantasy            "
1237,Doc Martin,2004,"
The trials and tribulations of Martin Ellingham, a brilliant but socially challenged doctor who moves from London to the picturesque village of Port Wenn in Cornwall.",8.4,,"17,387","
Comedy, Drama, Romance            "
1238,O.C.: Um Estranho no Paraíso,2003,"
A troubled youth becomes embroiled in the lives of a close-knit group of people in the wealthy, upper-class neighborhood of Newport Beach, Orange County, California.",7.5,,"90,837","
Comedy, Drama, Romance            "
1239,Esposa de Mentirinha,2011,"
On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",6.4,Dennis Dugan ,"247,962","
Comedy, Romance            "
1240,Jerry Maguire - A Grande Virada,1996,"
When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.",7.3,Cameron Crowe ,"270,053","
Comedy, Drama, Romance            "
1241,Podres de Ricos,2018,"
This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.",6.9,Jon M. Chu ,"175,168","
Comedy, Drama, Romance            "
1242,Império dos Discos - Uma Loja Muito Louca,1995,"
Twenty-four hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a chain store with strict rules.",6.7,Allan Moyle ,"57,145","
Comedy, Drama, Music            "
1243,Casa Comigo?,2010,"
Anna Brady plans to travel to Dublin, Ireland to propose to her boyfriend Jeremy on February 29, leap day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it.",6.4,Anand Tucker ,"105,969","
Comedy, Romance            "
1244,Desperate Housewives,2004,"
Secrets and truths unfold through the lives of female friends in one suburban neighborhood after the mysterious suicide of a neighbor.",7.6,,"130,458","
Comedy, Drama, Mystery            "
1245,A Crônica Francesa,2020,"
A love letter to journalists set in an outpost of an American newspaper in a fictional twentieth century French city that brings to life a collection of stories published in ""The French Dispatch Magazine"".",7.1,Wes Anderson ,"125,121","
Comedy, Drama, Romance            "
1246,About Fate,2022,"
The romantic comedy is a tale of two people who believe in love, but seem to never be able to find its true meaning. In a wild twist of events, fate puts each in the other's path on a stormy New Year's Eve and comedy and chaos ensue.",6.3,Marius Vaysberg ,"6,175","
Comedy, Romance            "
